Stock,Date,Price,Open,High,Low,Volume,Previous Close,Intraday Price Change,Intraday %,Interday Price Change,Daily Return %,High-Low Range,High-Low % Range,Volume % Change,7-Day Moving Avg,7-Day Volatility,Risk Level,Day Type,Month,Year
Kotak Mahindra,12/07/2023,"1,878.10","1,874.90","1,890.90","1,867.90","4,360,000",1869.7,3.2,0.17%,8.4,0.45%,23,1.22%,6.34%,"1,895.46",1.61%,High,Up Day,July,2023
Kotak Mahindra,13/07/2023,"1,869.70","1,889.00","1,901.60","1,866.45","5,270,000",1869,-19.3,-1.02%,0.7,0.04%,35.15,1.88%,20.87%,"1,908.61",2.10%,Medium,Up Day,July,2023
Kotak Mahindra,14/07/2023,"1,869.00","1,870.10","1,887.35","1,860.00","7,130,000",1897.05,-1.1,-0.06%,-28.05,-1.48%,27.35,1.46%,35.29%,"1,912.55",1.93%,Low,Down Day,July,2023
Kotak Mahindra,17/07/2023,"1,897.05","1,871.20","1,899.45","1,866.65","3,330,000",1890.85,25.85,1.38%,6.2,0.33%,32.8,1.73%,-53.30%,"1,913.48",1.86%,Medium,Up Day,July,2023
Kotak Mahindra,18/07/2023,"1,890.85","1,895.35","1,908.00","1,879.35","5,800,000",1906.6,-4.5,-0.24%,-15.75,-0.83%,28.65,1.52%,74.17%,"1,913.23",1.87%,Medium,Down Day,July,2023
Kotak Mahindra,19/07/2023,"1,906.60","1,894.80","1,915.00","1,891.55","3,380,000",1956.9,11.8,0.62%,-50.3,-2.57%,23.45,1.23%,-41.72%,"1,910.79",1.99%,Medium,Down Day,July,2023
Kotak Mahindra,20/07/2023,"1,956.90","1,901.00","1,962.40","1,892.90","9,310,000",1970.2,55.9,2.94%,-13.3,-0.68%,69.5,3.55%,175.44%,"1,906.54",2.11%,Medium,Down Day,July,2023
Kotak Mahindra,21/07/2023,"1,970.20","1,951.90","1,987.75","1,950.60","3,850,000",1897.25,18.3,0.94%,72.95,3.85%,37.15,1.89%,-58.65%,"1,892.20",1.96%,Low,Up Day,July,2023
Kotak Mahindra,24/07/2023,"1,897.25","1,950.00","1,950.00","1,888.20","7,030,000",1875.5,-52.75,-2.71%,21.75,1.16%,61.8,3.26%,82.60%,"1,875.03",0.94%,Low,Up Day,July,2023
Kotak Mahindra,25/07/2023,"1,875.50","1,901.00","1,902.00","1,856.45","7,940,000",1895.3,-25.5,-1.34%,-19.8,-1.04%,45.55,2.43%,12.94%,"1,864.52",1.25%,Low,Down Day,July,2023
Kotak Mahindra,26/07/2023,"1,895.30","1,880.00","1,897.90","1,875.65","2,460,000",1873.75,15.3,0.81%,21.55,1.15%,22.25,1.17%,-69.02%,"1,857.06",1.46%,Low,Up Day,July,2023
Kotak Mahindra,27/07/2023,"1,873.75","1,889.00","1,902.60","1,862.55","6,290,000",1876.85,-15.25,-0.81%,-3.1,-0.17%,40.05,2.14%,155.69%,"1,848.94",1.18%,Medium,Down Day,July,2023
Kotak Mahindra,28/07/2023,"1,876.85","1,869.60","1,885.80","1,861.10","2,300,000",1856.55,7.25,0.39%,20.3,1.09%,24.7,1.32%,-63.43%,"1,842.91",1.06%,Medium,Up Day,July,2023
Kotak Mahindra,31/07/2023,"1,856.55","1,866.00","1,875.00","1,849.15","4,030,000",1850,-9.45,-0.51%,6.55,0.35%,25.85,1.39%,75.22%,"1,835.94",0.71%,Medium,Up Day,July,2023
Kotak Mahindra,01/08/2023,"1,850.00","1,850.00","1,865.75","1,844.40","4,470,000",1823.7,0,0.00%,26.3,1.44%,21.35,1.15%,10.92%,"1,832.36",0.51%,Medium,Up Day,August,2023
Kotak Mahindra,02/08/2023,"1,823.70","1,840.55","1,847.90","1,818.05","4,180,000",1823.25,-16.85,-0.92%,0.45,0.02%,29.85,1.64%,-6.49%,"1,825.34",0.66%,Medium,Up Day,August,2023
Kotak Mahindra,03/08/2023,"1,823.25","1,820.10","1,833.85","1,805.85","7,020,000",1838.5,3.15,0.17%,-15.25,-0.83%,28,1.54%,67.94%,"1,820.73",0.97%,Low,Down Day,August,2023
Kotak Mahindra,04/08/2023,"1,838.50","1,829.00","1,842.80","1,811.15","5,440,000",1831.55,9.5,0.52%,6.95,0.38%,31.65,1.72%,-22.51%,"1,816.56",1.11%,Low,Up Day,August,2023
Kotak Mahindra,07/08/2023,"1,831.55","1,845.00","1,845.00","1,826.40","3,710,000",1828,-13.45,-0.73%,3.55,0.19%,18.6,1.02%,-31.80%,"1,809.09",1.13%,Low,Up Day,August,2023
Kotak Mahindra,08/08/2023,"1,828.00","1,831.50","1,842.65","1,822.05","4,090,000",1831.5,-3.5,-0.19%,-3.5,-0.19%,20.6,1.13%,10.24%,"1,799.69",1.29%,Low,Down Day,August,2023
Kotak Mahindra,09/08/2023,"1,831.50","1,834.00","1,834.00","1,816.75","2,620,000",1800.85,-2.5,-0.14%,30.65,1.70%,17.25,0.94%,-35.94%,"1,788.66",1.44%,Low,Up Day,August,2023
Kotak Mahindra,10/08/2023,"1,800.85","1,825.75","1,832.40","1,796.00","5,110,000",1791.45,-24.9,-1.36%,9.4,0.52%,36.4,2.02%,95.04%,"1,778.49",1.08%,Low,Up Day,August,2023
Kotak Mahindra,11/08/2023,"1,791.45","1,798.00","1,800.00","1,782.00","4,270,000",1794.1,-6.55,-0.36%,-2.65,-0.15%,18,1.00%,-16.44%,"1,773.10",0.97%,Low,Down Day,August,2023
Kotak Mahindra,14/08/2023,"1,794.10","1,789.00","1,802.35","1,785.00","3,300,000",1786.2,5.1,0.29%,7.9,0.44%,17.35,0.97%,-22.72%,"1,771.47",0.88%,Low,Up Day,August,2023
Kotak Mahindra,16/08/2023,"1,786.20","1,787.00","1,789.85","1,777.50","1,880,000",1765.7,-0.8,-0.04%,20.5,1.16%,12.35,0.69%,-43.03%,"1,769.59",0.73%,Low,Up Day,August,2023
Kotak Mahindra,17/08/2023,"1,765.70","1,782.00","1,787.40","1,763.00","5,130,000",1750.8,-16.3,-0.91%,14.9,0.85%,24.4,1.38%,172.87%,"1,768.54",0.66%,Low,Up Day,August,2023
Kotak Mahindra,18/08/2023,"1,750.80","1,757.10","1,768.40","1,746.50","4,110,000",1760.35,-6.3,-0.36%,-9.55,-0.54%,21.9,1.25%,-19.88%,"1,772.06",0.80%,Low,Down Day,August,2023
Kotak Mahindra,21/08/2023,"1,760.35","1,751.00","1,772.60","1,748.85","3,960,000",1763.1,9.35,0.53%,-2.75,-0.16%,23.75,1.35%,-3.65%,"1,776.68",0.61%,Low,Down Day,August,2023
Kotak Mahindra,22/08/2023,"1,763.10","1,769.00","1,772.00","1,758.45","3,330,000",1780.05,-5.9,-0.33%,-16.95,-0.95%,13.55,0.77%,-15.91%,"1,778.76",0.47%,Low,Down Day,August,2023
Kotak Mahindra,23/08/2023,"1,780.05","1,769.80","1,781.90","1,754.00","3,340,000",1780.95,10.25,0.58%,-0.9,-0.05%,27.9,1.57%,0.30%,"1,778.14",0.55%,Low,Down Day,August,2023
Kotak Mahindra,24/08/2023,"1,780.95","1,789.00","1,799.00","1,776.25","4,120,000",1778.85,-8.05,-0.45%,2.1,0.12%,22.75,1.28%,23.35%,"1,776.86",0.57%,Low,Up Day,August,2023
Kotak Mahindra,25/08/2023,"1,778.85","1,771.20","1,789.35","1,767.00","2,040,000",1790.35,7.65,0.43%,-11.5,-0.64%,22.35,1.26%,-50.49%,"1,774.18",0.63%,Medium,Down Day,August,2023
Kotak Mahindra,28/08/2023,"1,790.35","1,778.85","1,796.60","1,774.65","1,980,000",1783.1,11.5,0.65%,7.25,0.41%,21.95,1.23%,-2.94%,"1,773.06",0.62%,Medium,Up Day,August,2023
Kotak Mahindra,29/08/2023,"1,783.10","1,796.95","1,797.55","1,779.00","2,710,000",1774.9,-13.85,-0.77%,8.2,0.46%,18.55,1.04%,36.87%,"1,770.20",0.45%,Medium,Up Day,August,2023
Kotak Mahindra,30/08/2023,"1,774.90","1,791.00","1,792.95","1,765.00","2,600,000",1758.75,-16.1,-0.90%,16.15,0.92%,27.95,1.57%,-4.06%,"1,771.04",0.55%,Low,Up Day,August,2023
Kotak Mahindra,31/08/2023,"1,758.75","1,774.90","1,783.80","1,754.30","8,310,000",1771.1,-16.15,-0.91%,-12.35,-0.70%,29.5,1.68%,219.62%,"1,773.66",0.73%,Low,Down Day,August,2023
Kotak Mahindra,01/09/2023,"1,771.10","1,763.90","1,779.60","1,754.35","2,700,000",1762.2,7.2,0.41%,8.9,0.51%,25.25,1.43%,-67.51%,"1,780.68",0.92%,Low,Up Day,September,2023
Kotak Mahindra,04/09/2023,"1,762.20","1,777.40","1,789.00","1,757.30","4,700,000",1771.05,-15.2,-0.86%,-8.85,-0.50%,31.7,1.80%,74.07%,"1,786.41",1.07%,Medium,Down Day,September,2023
Kotak Mahindra,05/09/2023,"1,771.05","1,765.00","1,783.00","1,763.10","4,260,000",1770.3,6.05,0.34%,0.75,0.04%,19.9,1.12%,-9.36%,"1,795.32",1.14%,Medium,Up Day,September,2023
Kotak Mahindra,06/09/2023,"1,770.30","1,771.00","1,777.00","1,760.20","6,220,000",1789,-0.7,-0.04%,-18.7,-1.05%,16.8,0.95%,46.01%,"1,802.54",1.08%,Medium,Down Day,September,2023
Kotak Mahindra,07/09/2023,"1,789.00","1,775.00","1,792.35","1,767.30","2,210,000",1793.2,14,0.79%,-4.2,-0.23%,25.05,1.40%,-64.47%,"1,808.76",0.74%,Medium,Down Day,September,2023
Kotak Mahindra,08/09/2023,"1,793.20","1,797.00","1,805.00","1,781.55","2,390,000",1807.9,-3.8,-0.21%,-14.7,-0.81%,23.45,1.31%,8.14%,"1,810.10",0.63%,Low,Down Day,September,2023
Kotak Mahindra,11/09/2023,"1,807.90","1,800.00","1,811.50","1,795.25","2,320,000",1811.2,7.9,0.44%,-3.3,-0.18%,16.25,0.90%,-2.93%,"1,809.56",0.69%,Medium,Down Day,September,2023
Kotak Mahindra,12/09/2023,"1,811.20","1,819.00","1,819.00","1,796.40","3,410,000",1824.6,-7.8,-0.43%,-13.4,-0.73%,22.6,1.25%,46.98%,"1,802.11",1.33%,Medium,Down Day,September,2023
Kotak Mahindra,13/09/2023,"1,824.60","1,800.60","1,836.00","1,800.60","5,930,000",1821.55,24,1.33%,3.05,0.17%,35.4,1.94%,73.90%,"1,794.29",1.61%,Medium,Up Day,September,2023
Kotak Mahindra,14/09/2023,"1,821.55","1,828.00","1,831.75","1,814.00","2,560,000",1813.9,-6.45,-0.35%,7.65,0.42%,17.75,0.97%,-56.83%,"1,788.54",1.44%,Medium,Up Day,September,2023
Kotak Mahindra,15/09/2023,"1,813.90","1,816.20","1,823.45","1,811.00","4,120,000",1798.35,-2.3,-0.13%,15.55,0.86%,12.45,0.69%,60.94%,"1,780.34",1.25%,Low,Up Day,September,2023
Kotak Mahindra,18/09/2023,"1,798.35","1,811.00","1,812.00","1,794.00","3,970,000",1789.45,-12.65,-0.70%,8.9,0.50%,18,1.00%,-3.64%,"1,773.37",0.96%,Low,Up Day,September,2023
Kotak Mahindra,20/09/2023,"1,789.45","1,786.95","1,803.45","1,775.70","5,370,000",1755.7,2.5,0.14%,33.75,1.92%,27.75,1.55%,35.26%,"1,764.06",1.07%,Low,Up Day,September,2023
Kotak Mahindra,21/09/2023,"1,755.70","1,784.00","1,790.80","1,751.00","4,780,000",1756.45,-28.3,-1.59%,-0.75,-0.04%,39.8,2.27%,-10.99%,"1,756.39",1.01%,Low,Down Day,September,2023
Kotak Mahindra,22/09/2023,"1,756.45","1,758.00","1,769.90","1,752.15","3,710,000",1784.4,-1.55,-0.09%,-27.95,-1.57%,17.75,1.01%,-22.38%,"1,752.29",1.19%,Medium,Down Day,September,2023
Kotak Mahindra,25/09/2023,"1,784.40","1,764.00","1,789.30","1,756.80","2,230,000",1764.1,20.4,1.16%,20.3,1.15%,32.5,1.82%,-39.89%,"1,747.38",1.35%,Medium,Up Day,September,2023
Kotak Mahindra,26/09/2023,"1,764.10","1,776.10","1,781.80","1,753.70","3,660,000",1765.15,-12,-0.68%,-1.05,-0.06%,28.1,1.59%,64.13%,"1,740.21",1.00%,Medium,Down Day,September,2023
Kotak Mahindra,27/09/2023,"1,765.15","1,764.00","1,771.10","1,750.00","3,000,000",1733.2,1.15,0.07%,31.95,1.84%,21.1,1.20%,-18.03%,"1,737.33",0.81%,Low,Up Day,September,2023
Kotak Mahindra,28/09/2023,"1,733.20","1,762.20","1,771.90","1,729.00","8,260,000",1735.7,-29,-1.65%,-2.5,-0.14%,42.9,2.48%,175.33%,"1,730.78",0.49%,Medium,Down Day,September,2023
Kotak Mahindra,29/09/2023,"1,735.70","1,744.00","1,744.00","1,732.95","3,570,000",1727.05,-8.3,-0.48%,8.65,0.50%,11.05,0.64%,-56.78%,"1,734.05",0.74%,Low,Up Day,September,2023
Kotak Mahindra,03/10/2023,"1,727.05","1,730.00","1,735.00","1,715.45","5,530,000",1722.05,-2.95,-0.17%,5,0.29%,19.55,1.13%,54.90%,"1,739.15",1.10%,Low,Up Day,October,2023
Kotak Mahindra,04/10/2023,"1,722.05","1,715.00","1,727.00","1,709.00","6,220,000",1734.25,7.05,0.41%,-12.2,-0.70%,18,1.05%,12.48%,"1,744.41",1.16%,Low,Down Day,October,2023
Kotak Mahindra,05/10/2023,"1,734.25","1,730.00","1,747.00","1,721.15","2,970,000",1743.9,4.25,0.25%,-9.65,-0.55%,25.85,1.49%,-52.25%,"1,750.11",1.06%,Low,Down Day,October,2023
Kotak Mahindra,06/10/2023,"1,743.90","1,735.30","1,747.00","1,730.20","1,990,000",1719.3,8.6,0.50%,24.6,1.43%,16.8,0.96%,-33.00%,"1,752.33",0.98%,Low,Up Day,October,2023
Kotak Mahindra,09/10/2023,"1,719.30","1,730.00","1,733.80","1,717.05","1,840,000",1756.1,-10.7,-0.62%,-36.8,-2.10%,16.75,0.97%,-7.54%,"1,756.28",1.03%,Medium,Down Day,October,2023
Kotak Mahindra,10/10/2023,"1,756.10","1,727.50","1,768.70","1,720.60","3,370,000",1771.4,28.6,1.66%,-15.3,-0.86%,48.1,2.74%,83.15%,"1,761.15",0.48%,Medium,Down Day,October,2023
Kotak Mahindra,11/10/2023,"1,771.40","1,760.05","1,779.95","1,760.05","3,500,000",1763.85,11.35,0.64%,7.55,0.43%,19.9,1.12%,3.86%,"1,758.63",0.69%,Medium,Up Day,October,2023
Kotak Mahindra,12/10/2023,"1,763.85","1,775.00","1,776.90","1,761.25","2,380,000",1762,-11.15,-0.63%,1.85,0.10%,15.65,0.89%,-32.00%,"1,758.37",0.67%,Medium,Up Day,October,2023
Kotak Mahindra,13/10/2023,"1,762.00","1,755.00","1,769.95","1,752.15","2,120,000",1749.75,7,0.40%,12.25,0.70%,17.8,1.01%,-10.92%,"1,755.07",0.75%,Medium,Up Day,October,2023
Kotak Mahindra,16/10/2023,"1,749.75","1,761.00","1,762.15","1,746.45","1,580,000",1771.55,-11.25,-0.64%,-21.8,-1.23%,15.7,0.90%,-25.47%,"1,750.22",0.92%,Low,Down Day,October,2023
Kotak Mahindra,17/10/2023,"1,771.55","1,755.00","1,774.80","1,750.80","3,220,000",1753.4,16.55,0.94%,18.15,1.04%,24,1.35%,103.80%,"1,742.38",1.52%,Medium,Up Day,October,2023
Kotak Mahindra,18/10/2023,"1,753.40","1,773.00","1,775.20","1,745.10","3,050,000",1738.45,-19.6,-1.11%,14.95,0.86%,30.1,1.72%,-5.28%,"1,732.54",1.53%,Low,Up Day,October,2023
Kotak Mahindra,19/10/2023,"1,738.45","1,742.00","1,753.40","1,735.60","1,990,000",1769.6,-3.55,-0.20%,-31.15,-1.76%,17.8,1.02%,-34.75%,"1,727.41",1.47%,Low,Down Day,October,2023
Kotak Mahindra,20/10/2023,"1,769.60","1,733.50","1,773.20","1,732.65","4,070,000",1740.75,36.1,2.08%,28.85,1.66%,40.55,2.29%,104.52%,"1,727.55",1.47%,Low,Up Day,October,2023
Kotak Mahindra,23/10/2023,"1,740.75","1,769.00","1,769.00","1,722.45","7,550,000",1728.05,-28.25,-1.60%,12.7,0.73%,46.55,2.67%,85.50%,"1,721.09",1.01%,Low,Up Day,October,2023
Kotak Mahindra,25/10/2023,"1,728.05","1,749.00","1,761.75","1,722.00","3,510,000",1694.85,-20.95,-1.20%,33.2,1.96%,39.75,2.30%,-53.51%,"1,720.66",0.98%,Low,Up Day,October,2023
Kotak Mahindra,26/10/2023,"1,694.85","1,727.70","1,727.70","1,689.00","6,280,000",1702.7,-32.85,-1.90%,-7.85,-0.46%,38.7,2.28%,78.92%,"1,721.40",1.01%,Low,Down Day,October,2023
Kotak Mahindra,27/10/2023,"1,702.70","1,708.00","1,708.00","1,689.00","2,970,000",1717.5,-5.3,-0.31%,-14.8,-0.86%,19,1.12%,-52.71%,"1,727.88",0.81%,Low,Down Day,October,2023
Kotak Mahindra,30/10/2023,"1,717.50","1,702.00","1,720.90","1,688.40","1,510,000",1739.4,15.5,0.91%,-21.9,-1.26%,32.5,1.89%,-49.16%,"1,734.81",0.64%,Low,Down Day,October,2023
Kotak Mahindra,31/10/2023,"1,739.40","1,727.70","1,747.00","1,716.85","4,840,000",1724.4,11.7,0.68%,15,0.87%,30.15,1.73%,220.53%,"1,738.92",0.50%,Low,Up Day,October,2023
Kotak Mahindra,01/11/2023,"1,724.40","1,731.00","1,735.95","1,717.85","2,530,000",1737.7,-6.6,-0.38%,-13.3,-0.77%,18.1,1.05%,-47.73%,"1,739.71",0.52%,Low,Down Day,November,2023
Kotak Mahindra,02/11/2023,"1,737.70","1,735.00","1,758.65","1,732.10","2,550,000",1733.25,2.7,0.16%,4.45,0.26%,26.55,1.53%,0.79%,"1,742.72",0.35%,Low,Up Day,November,2023
Kotak Mahindra,03/11/2023,"1,733.25","1,740.00","1,744.25","1,730.10","1,560,000",1740.2,-6.75,-0.39%,-6.95,-0.40%,14.15,0.82%,-38.82%,"1,744.84",0.38%,Low,Down Day,November,2023
Kotak Mahindra,06/11/2023,"1,740.20","1,744.00","1,747.00","1,732.00","1,190,000",1751.25,-3.8,-0.22%,-11.05,-0.63%,15,0.86%,-23.72%,"1,746.97",0.24%,Low,Down Day,November,2023
Kotak Mahindra,07/11/2023,"1,751.25","1,735.15","1,754.40","1,726.10","3,600,000",1746.25,16.1,0.93%,5,0.29%,28.3,1.62%,202.52%,"1,751.16",0.49%,Low,Up Day,November,2023
Kotak Mahindra,08/11/2023,"1,746.25","1,753.00","1,760.95","1,740.00","3,640,000",1744.95,-6.75,-0.39%,1.3,0.07%,20.95,1.20%,1.11%,"1,754.24",0.68%,Low,Up Day,November,2023
Kotak Mahindra,09/11/2023,"1,744.95","1,745.90","1,756.70","1,739.10","1,940,000",1745.45,-0.95,-0.05%,-0.5,-0.03%,17.6,1.01%,-46.70%,"1,756.86",0.67%,Low,Down Day,November,2023
Kotak Mahindra,10/11/2023,"1,745.45","1,734.60","1,749.25","1,734.60","1,630,000",1752.5,10.85,0.63%,-7.05,-0.40%,14.65,0.84%,-15.98%,"1,760.52",0.65%,Low,Down Day,November,2023
Kotak Mahindra,12/11/2023,"1,752.50","1,752.00","1,755.70","1,747.50","200,210",1748.2,0.5,0.03%,4.3,0.25%,8.2,0.47%,-87.72%,"1,763.63",0.54%,Low,Up Day,November,2023
Kotak Mahindra,13/11/2023,"1,748.20","1,751.00","1,752.20","1,733.50","2,860,000",1769.5,-2.8,-0.16%,-21.3,-1.20%,18.7,1.07%,1328.50%,"1,762.65",0.63%,Low,Down Day,November,2023
Kotak Mahindra,15/11/2023,"1,769.50","1,761.00","1,772.30","1,750.15","3,430,000",1772.85,8.5,0.48%,-3.35,-0.19%,22.15,1.25%,19.93%,"1,761.38",0.75%,Medium,Down Day,November,2023
Kotak Mahindra,16/11/2023,"1,772.85","1,771.00","1,783.40","1,765.00","2,080,000",1764.6,1.85,0.10%,8.25,0.47%,18.4,1.04%,-39.36%,"1,757.74",0.81%,High,Up Day,November,2023
Kotak Mahindra,17/11/2023,"1,764.60","1,760.00","1,784.25","1,759.30","2,710,000",1770.55,4.6,0.26%,-5.95,-0.34%,24.95,1.41%,30.29%,"1,753.36",0.77%,High,Down Day,November,2023
Kotak Mahindra,20/11/2023,"1,770.55","1,756.00","1,775.95","1,750.10","1,920,000",1767.2,14.55,0.83%,3.35,0.19%,25.85,1.46%,-29.15%,"1,751.77",0.71%,High,Up Day,November,2023
Kotak Mahindra,21/11/2023,"1,767.20","1,778.95","1,778.95","1,760.65","2,710,000",1745.65,-11.75,-0.66%,21.55,1.23%,18.3,1.04%,41.15%,"1,749.61",0.56%,High,Up Day,November,2023
Kotak Mahindra,22/11/2023,"1,745.65","1,758.00","1,763.00","1,737.50","4,510,000",1739.3,-12.35,-0.70%,6.35,0.37%,25.5,1.46%,66.42%,"1,747.23",0.34%,Medium,Up Day,November,2023
Kotak Mahindra,23/11/2023,"1,739.30","1,740.05","1,748.80","1,737.00","2,840,000",1744,-0.75,-0.04%,-4.7,-0.27%,11.8,0.68%,-37.03%,"1,757.64",1.57%,Low,Down Day,November,2023
Kotak Mahindra,24/11/2023,"1,744.00","1,739.50","1,749.50","1,733.70","2,560,000",1742.25,4.5,0.26%,1.75,0.10%,15.8,0.91%,-9.86%,"1,770.38",2.07%,Low,Up Day,November,2023
Kotak Mahindra,28/11/2023,"1,742.25","1,745.00","1,748.00","1,738.00","3,350,000",1753.45,-2.75,-0.16%,-11.2,-0.64%,10,0.57%,30.86%,"1,781.44",2.19%,Low,Down Day,November,2023
Kotak Mahindra,29/11/2023,"1,753.45","1,748.50","1,759.25","1,740.20","3,470,000",1755.45,4.95,0.28%,-2,-0.11%,19.05,1.09%,3.58%,"1,793.52",2.12%,Low,Down Day,November,2023
Kotak Mahindra,30/11/2023,"1,755.45","1,756.45","1,766.00","1,745.95","6,250,000",1750.5,-1,-0.06%,4.95,0.28%,20.05,1.14%,80.12%,"1,805.66",2.02%,Low,Up Day,November,2023
Kotak Mahindra,01/12/2023,"1,750.50","1,760.00","1,766.00","1,748.25","2,000,000",1818.55,-9.5,-0.54%,-68.05,-3.74%,17.75,1.01%,-68.00%,"1,818.32",1.72%,Low,Down Day,December,2023
Kotak Mahindra,04/12/2023,"1,818.55","1,770.00","1,825.95","1,752.65","4,580,000",1828.45,48.55,2.74%,-9.9,-0.54%,73.3,4.03%,129.00%,"1,828.87",0.50%,Low,Down Day,December,2023
Kotak Mahindra,05/12/2023,"1,828.45","1,828.00","1,837.00","1,808.50","5,570,000",1821.4,0.45,0.02%,7.05,0.39%,28.5,1.56%,21.62%,"1,829.96",0.45%,Low,Up Day,December,2023
Kotak Mahindra,06/12/2023,"1,821.40","1,832.05","1,839.35","1,813.15","4,700,000",1826.85,-10.65,-0.58%,-5.45,-0.30%,26.2,1.44%,-15.62%,"1,833.59",0.66%,Low,Down Day,December,2023
Kotak Mahindra,07/12/2023,"1,826.85","1,825.00","1,836.85","1,813.40","2,500,000",1838.45,1.85,0.10%,-11.6,-0.63%,23.45,1.28%,-46.81%,"1,837.76",0.67%,Low,Down Day,December,2023
Kotak Mahindra,08/12/2023,"1,838.45","1,826.85","1,843.00","1,820.70","2,990,000",1844.05,11.6,0.63%,-5.6,-0.30%,22.3,1.21%,19.60%,"1,840.64",0.63%,Medium,Down Day,December,2023
Kotak Mahindra,11/12/2023,"1,844.05","1,845.00","1,861.65","1,840.30","3,210,000",1824.35,-0.95,-0.05%,19.7,1.08%,21.35,1.16%,7.36%,"1,841.79",0.64%,Medium,Up Day,December,2023
Kotak Mahindra,12/12/2023,"1,824.35","1,848.00","1,853.00","1,819.05","3,810,000",1826.2,-23.65,-1.28%,-1.85,-0.10%,33.95,1.86%,18.69%,"1,839.29",0.71%,Medium,Down Day,December,2023
Kotak Mahindra,13/12/2023,"1,826.20","1,824.00","1,835.75","1,813.10","3,250,000",1853.85,2.2,0.12%,-27.65,-1.49%,22.65,1.24%,-14.70%,"1,843.34",0.65%,Medium,Down Day,December,2023
Kotak Mahindra,14/12/2023,"1,853.85","1,844.00","1,865.45","1,832.45","4,880,000",1850.6,9.85,0.53%,3.25,0.18%,33,1.78%,50.15%,"1,848.24",0.58%,Medium,Up Day,December,2023
Kotak Mahindra,15/12/2023,"1,850.60","1,865.00","1,865.00","1,842.75","3,880,000",1846.95,-14.4,-0.77%,3.65,0.20%,22.25,1.20%,-20.49%,"1,852.95",0.98%,Medium,Up Day,December,2023
Kotak Mahindra,18/12/2023,"1,846.95","1,845.20","1,855.90","1,840.00","3,760,000",1846.55,1.75,0.09%,0.4,0.02%,15.9,0.86%,-3.09%,"1,860.34",1.39%,Medium,Up Day,December,2023
Kotak Mahindra,19/12/2023,"1,846.55","1,849.85","1,854.85","1,835.70","3,090,000",1826.5,-3.3,-0.18%,20.05,1.10%,19.15,1.04%,-17.82%,"1,870.97",1.80%,Medium,Up Day,December,2023
Kotak Mahindra,20/12/2023,"1,826.50","1,852.15","1,864.00","1,815.30","3,970,000",1852.7,-25.65,-1.38%,-26.2,-1.41%,48.7,2.67%,28.48%,"1,879.76",1.82%,Medium,Down Day,December,2023
Kotak Mahindra,21/12/2023,"1,852.70","1,821.00","1,857.45","1,805.00","2,400,000",1860.5,31.7,1.74%,-7.8,-0.42%,52.45,2.83%,-39.55%,"1,891.57",1.38%,Medium,Down Day,December,2023
Kotak Mahindra,22/12/2023,"1,860.50","1,854.70","1,879.65","1,851.00","3,310,000",1886.85,5.8,0.31%,-26.35,-1.40%,28.65,1.54%,37.92%,"1,893.34",1.23%,Medium,Down Day,December,2023
Kotak Mahindra,26/12/2023,"1,886.85","1,867.00","1,899.00","1,857.15","4,350,000",1902.35,19.85,1.06%,-15.5,-0.81%,41.85,2.22%,31.42%,"1,894.11",1.17%,Medium,Down Day,December,2023
Kotak Mahindra,27/12/2023,"1,902.35","1,894.00","1,910.00","1,883.15","3,410,000",1921.35,8.35,0.44%,-19,-0.99%,26.85,1.41%,-21.61%,"1,890.79",1.32%,Low,Down Day,December,2023
Kotak Mahindra,28/12/2023,"1,921.35","1,911.00","1,926.50","1,903.10","4,950,000",1908.1,10.35,0.54%,13.25,0.69%,23.4,1.22%,45.16%,"1,882.96",1.54%,Low,Up Day,December,2023
Kotak Mahindra,29/12/2023,"1,908.10","1,912.10","1,917.75","1,890.05","2,450,000",1909.15,-4,-0.21%,-1.05,-0.05%,27.7,1.45%,-50.51%,"1,869.36",1.62%,Low,Down Day,December,2023
Kotak Mahindra,01/01/2024,"1,909.15","1,909.00","1,919.00","1,893.10","1,430,000",1865.05,0.15,0.01%,44.1,2.36%,25.9,1.36%,-41.63%,"1,857.72",1.53%,Medium,Up Day,January,2024
Kotak Mahindra,02/01/2024,"1,865.05","1,908.00","1,908.00","1,860.10","5,120,000",1865.9,-42.95,-2.25%,-0.85,-0.05%,47.9,2.57%,258.04%,"1,845.10",1.10%,Medium,Down Day,January,2024
Kotak Mahindra,03/01/2024,"1,865.90","1,864.00","1,870.00","1,847.65","3,780,000",1863.6,1.9,0.10%,2.3,0.12%,22.35,1.20%,-26.17%,"1,839.07",1.07%,High,Up Day,January,2024
Kotak Mahindra,04/01/2024,"1,863.60","1,871.50","1,871.50","1,860.55","2,870,000",1847.6,-7.9,-0.42%,16,0.87%,10.95,0.59%,-24.07%,"1,834.41",0.85%,Medium,Up Day,January,2024
Kotak Mahindra,05/01/2024,"1,847.60","1,865.50","1,869.90","1,841.40","7,800,000",1826.1,-17.9,-0.96%,21.5,1.18%,28.5,1.54%,171.78%,"1,832.68",0.67%,Medium,Up Day,January,2024
Kotak Mahindra,08/01/2024,"1,826.10","1,848.00","1,851.45","1,818.60","12,250,000",1826.65,-21.9,-1.19%,-0.55,-0.03%,32.85,1.80%,57.05%,"1,832.74",0.67%,Medium,Down Day,January,2024
